i,t,a,x,rc
500,45,0,5,52.5
500,46,1,6,50
500,47,0,1,48
500,48,0,2,50.5
500,49,0,3,52
500,50,0,4,46.5
500,51,1,5,47.5
500,52,0,1,40
500,53,0,2,43
500,54,0,3,47
500,55,0,4,44
500,56,1,5,49
500,57,0,1,57.5
500,58,0,2,51.5
500,59,0,3,46.5
500,60,0,4,50
500,61,0,5,44
500,62,0,6,53
500,63,0,7,50.5
500,64,0,7,48
500,65,1,7,51
500,66,0,1,50.5
500,67,0,2,51
500,68,0,3,62.5
500,69,1,4,58
500,70,0,1,62
500,71,0,2,53
500,72,0,3,52.5
500,73,0,4,55.5
500,74,1,5,48
500,75,0,1,45.5
500,76,0,2,45
500,77,0,3,50
500,78,0,4,47
500,79,0,5,50
500,80,1,6,41.5
500,81,1,1,50
500,82,0,1,43.5
500,83,0,2,36.5
500,84,0,3,46.5
500,85,0,4,49.5
500,86,1,5,50
500,87,0,1,47.5
500,88,0,2,43
500,89,0,3,48.5
500,90,0,4,52
500,91,0,5,58.5
500,92,0,6,54.5
500,93,0,7,54
500,94,0,7,47
500,95,0,7,45.5
500,96,0,7,42.5
500,97,1,7,50.5
500,98,0,1,43.5
500,99,0,2,44.5
500,100,0,3,46
501,1,0,1,45
501,2,0,2,49
501,3,0,3,54
501,4,0,4,47
501,5,0,5,56
501,6,1,6,52.5
501,7,0,1,55
501,8,0,2,50.5
501,9,0,3,52
501,10,0,4,42
501,11,1,5,31.5
501,12,0,1,39.5
501,13,0,2,40.5
501,14,0,3,39.5
501,15,0,4,42
501,16,1,5,41.5
501,17,0,1,40
501,18,0,2,35
501,19,0,3,40
501,20,0,4,44
501,21,0,5,45
501,22,0,6,50.5
501,23,1,7,46.5
501,24,0,1,52
501,25,0,2,50
501,26,0,3,48
501,27,0,4,54
501,28,0,5,56
501,29,0,6,51.5
501,30,1,7,44.5
501,31,0,1,41.5
501,32,0,2,54
501,33,0,3,50.5
501,34,0,4,46
501,35,0,5,46
501,36,0,6,38
501,37,1,7,39
501,38,0,1,39
501,39,0,2,35
501,40,0,3,36.5
501,41,0,4,39.5
501,42,0,5,46.5
501,43,0,6,47.5
501,44,1,7,47.5
501,45,0,1,52.5
501,46,0,2,50
501,47,0,3,48
501,48,0,4,50.5
501,49,0,5,52
501,50,0,6,46.5
501,51,1,7,47.5
501,52,0,1,40
501,53,0,2,43
501,54,0,3,47
501,55,1,4,44
501,56,0,1,49
501,57,1,2,57.5
501,58,0,1,51.5
501,59,0,2,46.5
501,60,0,3,50
501,61,0,4,44
501,62,0,5,53
501,63,0,6,50.5
501,64,1,7,48
501,65,0,1,51
501,66,0,2,50.5
501,67,0,3,51
501,68,0,4,62.5
501,69,0,5,58
501,70,0,6,62
501,71,1,7,53
501,72,0,1,52.5
501,73,0,2,55.5
501,74,0,3,48
501,75,1,4,45.5
501,76,0,1,45
501,77,0,2,50
501,78,0,3,47
501,79,0,4,50
501,80,1,5,41.5
501,81,0,1,50
501,82,0,2,43.5
501,83,1,3,36.5
501,84,0,1,46.5
501,85,0,2,49.5
501,86,0,3,50
501,87,1,4,47.5
501,88,0,1,43
501,89,0,2,48.5
501,90,0,3,52
501,91,0,4,58.5
501,92,0,5,54.5
501,93,0,6,54
501,94,1,7,47
501,95,0,1,45.5
501,96,0,2,42.5
501,97,0,3,50.5
501,98,0,4,43.5
501,99,0,5,44.5
501,100,0,6,46
502,1,0,2,45
502,2,0,3,49
502,3,0,4,54
502,4,0,5,47
502,5,0,6,56
502,6,0,7,52.5
502,7,0,7,55
502,8,0,7,50.5
502,9,1,7,52
502,10,0,1,42
502,11,0,2,31.5
502,12,0,3,39.5
502,13,0,4,40.5
502,14,1,5,39.5
502,15,0,1,42
502,16,0,2,41.5
502,17,1,3,40
502,18,0,1,35
502,19,0,2,40
502,20,0,3,44
502,21,0,4,45
502,22,0,5,50.5
502,23,0,6,46.5
502,24,1,7,52
502,25,0,1,50
502,26,0,2,48
502,27,0,3,54
502,28,0,4,56
502,29,0,5,51.5
502,30,0,6,44.5
502,31,0,7,41.5
502,32,1,7,54
502,33,0,1,50.5
502,34,0,2,46
502,35,0,3,46
502,36,1,4,38
502,37,0,1,39
502,38,0,2,39
502,39,1,3,35
502,40,0,1,36.5
502,41,0,2,39.5
502,42,0,3,46.5
502,43,0,4,47.5
502,44,1,5,47.5
502,45,0,1,52.5
502,46,0,2,50
502,47,0,3,48
502,48,1,4,50.5
502,49,0,1,52
502,50,0,2,46.5
502,51,0,3,47.5
502,52,0,4,40
502,53,0,5,43
502,54,1,6,47
502,55,0,1,44
502,56,0,2,49
502,57,0,3,57.5
502,58,0,4,51.5
502,59,0,5,46.5
502,60,0,6,50
502,61,1,7,44
502,62,0,1,53
502,63,0,2,50.5
502,64,0,3,48
502,65,0,4,51
502,66,0,5,50.5
502,67,0,6,51
502,68,0,7,62.5
502,69,0,7,58
502,70,0,7,62
502,71,0,7,53
502,72,0,7,52.5
502,73,0,7,55.5
502,74,1,7,48
502,75,0,1,45.5
502,76,0,2,45
502,77,0,3,50
502,78,0,4,47
502,79,0,5,50
502,80,0,6,41.5
502,81,1,7,50
502,82,0,1,43.5
502,83,0,2,36.5
502,84,0,3,46.5
502,85,0,4,49.5
502,86,1,5,50
502,87,0,1,47.5
502,88,0,2,43
502,89,0,3,48.5
502,90,0,4,52
502,91,0,5,58.5
502,92,1,6,54.5
502,93,0,1,54
502,94,0,2,47
502,95,0,3,45.5
502,96,0,4,42.5
502,97,0,5,50.5
502,98,0,6,43.5
502,99,1,7,44.5
502,100,0,1,46
503,1,0,1,45
503,2,0,2,49
503,3,0,3,54
503,4,0,4,47
503,5,0,5,56
503,6,0,6,52.5
503,7,0,7,55
503,8,0,7,50.5
503,9,1,7,52
503,10,0,1,42
503,11,0,2,31.5
503,12,0,3,39.5
503,13,0,4,40.5
503,14,0,5,39.5
503,15,1,6,42
503,16,0,1,41.5
503,17,0,2,40
503,18,0,3,35
503,19,1,4,40
503,20,0,1,44
503,21,0,2,45
503,22,0,3,50.5
503,23,1,4,46.5
503,24,0,1,52
503,25,0,2,50
503,26,0,3,48
503,27,0,4,54
503,28,0,5,56
503,29,0,6,51.5
503,30,0,7,44.5
503,31,0,7,41.5
503,32,0,7,54
503,33,0,7,50.5
503,34,1,7,46
503,35,0,1,46
503,36,0,2,38
503,37,0,3,39
503,38,0,4,39
503,39,0,5,35
503,40,0,6,36.5
503,41,0,7,39.5
503,42,0,7,46.5
503,43,1,7,47.5
503,44,0,1,47.5
503,45,0,2,52.5
503,46,0,3,50
503,47,0,4,48
503,48,0,5,50.5
503,49,0,6,52
503,50,1,7,46.5
503,51,0,1,47.5
503,52,0,2,40
503,53,0,3,43
503,54,0,4,47
503,55,0,5,44
503,56,0,6,49
503,57,0,7,57.5
503,58,0,7,51.5
503,59,0,7,46.5
503,60,0,7,50
503,61,0,7,44
503,62,0,7,53
503,63,1,7,50.5
503,64,0,1,48
503,65,0,2,51
503,66,0,3,50.5
503,67,0,4,51
503,68,0,5,62.5
503,69,0,6,58
503,70,0,7,62
503,71,0,7,53
503,72,0,7,52.5
503,73,0,7,55.5
503,74,1,7,48
503,75,0,1,45.5
503,76,0,2,45
503,77,0,3,50
503,78,0,4,47
503,79,0,5,50
503,80,1,6,41.5
503,81,0,1,50
503,82,0,2,43.5
503,83,0,3,36.5
503,84,0,4,46.5
503,85,0,5,49.5
503,86,0,6,50
503,87,0,7,47.5
503,88,1,7,43
503,89,0,1,48.5
503,90,0,2,52
503,91,0,3,58.5
503,92,0,4,54.5
503,93,0,5,54
503,94,0,6,47
503,95,1,7,45.5
503,96,0,1,42.5
503,97,0,2,50.5
503,98,0,3,43.5
503,99,1,4,44.5
503,100,0,1,46
504,1,1,7,45
504,2,0,1,49
504,3,0,2,54
504,4,0,3,47
504,5,0,4,56
504,6,0,5,52.5
504,7,1,6,55
504,8,0,1,50.5
504,9,0,2,52
504,10,0,3,42
504,11,1,4,31.5
504,12,0,1,39.5
504,13,0,2,40.5
504,14,0,3,39.5
504,15,1,4,42
504,16,0,1,41.5
504,17,0,2,40
504,18,0,3,35
504,19,0,4,40
504,20,0,5,44
504,21,1,6,45
504,22,0,1,50.5
504,23,0,2,46.5
504,24,0,3,52
504,25,0,4,50
504,26,1,5,48
504,27,0,1,54
504,28,0,2,56
504,29,0,3,51.5
504,30,0,4,44.5
504,31,0,5,41.5
504,32,0,6,54
504,33,0,7,50.5
504,34,1,7,46
504,35,0,1,46
504,36,0,2,38
504,37,0,3,39
504,38,0,4,39
504,39,0,5,35
504,40,1,6,36.5
504,41,0,1,39.5
504,42,0,2,46.5
504,43,0,3,47.5
504,44,0,4,47.5
504,45,0,5,52.5
504,46,0,6,50
504,47,1,7,48
504,48,0,1,50.5
504,49,0,2,52
504,50,0,3,46.5
504,51,0,4,47.5
504,52,0,5,40
504,53,0,6,43
504,54,0,7,47
504,55,1,7,44
504,56,0,1,49
504,57,0,2,57.5
504,58,0,3,51.5
504,59,0,4,46.5
504,60,0,5,50
504,61,1,6,44
504,62,0,1,53
504,63,0,2,50.5
504,64,0,3,48
504,65,0,4,51
504,66,0,5,50.5
504,67,0,6,51
504,68,0,7,62.5
504,69,0,7,58
504,70,0,7,62
504,71,0,7,53
504,72,1,7,52.5
504,73,0,1,55.5
504,74,0,2,48
504,75,0,3,45.5
504,76,0,4,45
504,77,0,5,50
504,78,1,6,47
504,79,0,1,50
504,80,0,2,41.5
504,81,0,3,50
504,82,0,4,43.5
504,83,0,5,36.5
504,84,1,6,46.5
504,85,0,1,49.5
504,86,0,2,50
504,87,0,3,47.5
504,88,0,4,43
504,89,0,5,48.5
504,90,0,6,52
504,91,1,7,58.5
504,92,0,1,54.5
504,93,0,2,54
504,94,0,3,47
504,95,0,4,45.5
504,96,0,5,42.5
504,97,1,6,50.5
504,98,0,1,43.5
504,99,0,2,44.5
504,100,1,3,46
505,1,0,3,45
505,2,0,4,49
505,3,0,5,54
505,4,0,6,47
505,5,0,7,56
505,6,0,7,52.5
505,7,0,7,55
505,8,0,7,50.5
505,9,1,7,52
505,10,0,1,42
505,11,0,2,31.5
505,12,0,3,39.5
505,13,0,4,40.5
505,14,1,5,39.5
505,15,0,1,42
505,16,0,2,41.5
505,17,1,3,40
505,18,0,1,35
505,19,0,2,40
505,20,0,3,44
505,21,0,4,45
505,22,0,5,50.5
505,23,0,6,46.5
505,24,0,7,52
505,25,0,7,50
505,26,1,7,48
505,27,0,1,54
505,28,0,2,56
505,29,0,3,51.5
505,30,0,4,44.5
505,31,1,5,41.5
505,32,0,1,54
505,33,0,2,50.5
505,34,0,3,46
505,35,0,4,46
505,36,1,5,38
505,37,1,1,39
505,38,0,1,39
505,39,0,2,35
505,40,0,3,36.5
505,41,1,4,39.5
505,42,0,1,46.5
505,43,0,2,47.5
505,44,0,3,47.5
505,45,0,4,52.5
505,46,0,5,50
505,47,0,6,48
505,48,0,7,50.5
505,49,0,7,52
505,50,0,7,46.5
505,51,1,7,47.5
505,52,0,1,40
505,53,0,2,43
505,54,0,3,47
505,55,0,4,44
505,56,0,5,49
505,57,1,6,57.5
505,58,0,1,51.5
505,59,0,2,46.5
505,60,0,3,50
505,61,0,4,44
505,62,0,5,53
505,63,0,6,50.5
505,64,0,7,48
505,65,0,7,51
505,66,1,7,50.5
505,67,0,1,51
505,68,0,2,62.5
505,69,0,3,58
505,70,0,4,62
505,71,0,5,53
505,72,1,6,52.5
505,73,0,1,55.5
505,74,0,2,48
505,75,0,3,45.5
505,76,0,4,45
505,77,1,5,50
505,78,0,1,47
505,79,0,2,50
505,80,0,3,41.5
505,81,0,4,50
505,82,1,5,43.5
505,83,0,1,36.5
505,84,0,2,46.5
505,85,0,3,49.5
505,86,0,4,50
505,87,0,5,47.5
505,88,1,6,43
505,89,0,1,48.5
505,90,0,2,52
505,91,0,3,58.5
505,92,1,4,54.5
505,93,0,1,54
505,94,0,2,47
505,95,0,3,45.5
505,96,1,4,42.5
505,97,0,1,50.5
505,98,0,2,43.5
505,99,0,3,44.5
505,100,0,4,46
506,1,0,3,45
506,2,0,4,49
506,3,0,5,54
506,4,0,6,47
506,5,1,7,56
506,6,0,1,52.5
506,7,0,2,55
506,8,0,3,50.5
506,9,0,4,52
506,10,1,5,42
506,11,0,1,31.5
506,12,0,2,39.5
506,13,0,3,40.5
506,14,1,4,39.5
506,15,0,1,42
506,16,0,2,41.5
506,17,0,3,40
506,18,0,4,35
506,19,0,5,40
506,20,0,6,44
506,21,0,7,45
506,22,0,7,50.5
506,23,1,7,46.5
506,24,0,1,52
506,25,0,2,50
506,26,0,3,48
506,27,0,4,54
506,28,0,5,56
506,29,0,6,51.5
506,30,1,7,44.5
506,31,0,1,41.5
506,32,0,2,54
506,33,0,3,50.5
506,34,0,4,46
506,35,1,5,46
506,36,0,1,38
506,37,0,2,39
506,38,0,3,39
506,39,0,4,35
506,40,1,5,36.5
506,41,0,1,39.5
506,42,0,2,46.5
506,43,0,3,47.5
506,44,0,4,47.5
506,45,0,5,52.5
506,46,1,6,50
506,47,0,1,48
506,48,0,2,50.5
506,49,0,3,52
506,50,0,4,46.5
506,51,0,5,47.5
506,52,0,6,40
506,53,0,7,43
506,54,0,7,47
506,55,0,7,44
506,56,0,7,49
506,57,0,7,57.5
506,58,1,7,51.5
506,59,0,1,46.5
506,60,0,2,50
506,61,0,3,44
506,62,0,4,53
506,63,0,5,50.5
506,64,0,6,48
506,65,0,7,51
506,66,1,7,50.5
506,67,0,1,51
506,68,0,2,62.5
506,69,0,3,58
506,70,0,4,62
506,71,0,5,53
506,72,0,6,52.5
506,73,0,7,55.5
506,74,0,7,48
506,75,0,7,45.5
506,76,1,7,45
506,77,0,1,50
506,78,0,2,47
506,79,0,3,50
506,80,0,4,41.5
506,81,0,5,50
506,82,0,6,43.5
506,83,1,7,36.5
506,84,0,1,46.5
506,85,1,2,49.5
506,86,0,1,50
506,87,0,2,47.5
506,88,0,3,43
506,89,0,4,48.5
506,90,0,5,52
506,91,0,6,58.5
506,92,0,7,54.5
506,93,0,7,54
506,94,1,7,47
506,95,0,1,45.5
506,96,0,2,42.5
506,97,0,3,50.5
506,98,0,4,43.5
506,99,0,5,44.5
506,100,1,6,46
507,1,0,1,45
507,2,0,2,49
507,3,0,3,54
507,4,1,4,47
507,5,0,1,56
507,6,0,2,52.5
507,7,0,3,55
507,8,0,4,50.5
507,9,0,5,52
507,10,1,6,42
507,11,0,1,31.5
507,12,0,2,39.5
507,13,1,3,40.5
507,14,0,1,39.5
507,15,0,2,42
507,16,0,3,41.5
507,17,0,4,40
507,18,0,5,35
507,19,1,6,40
507,20,0,1,44
507,21,0,2,45
507,22,0,3,50.5
507,23,0,4,46.5
507,24,0,5,52
507,25,0,6,50
507,26,0,7,48
507,27,0,7,54
507,28,0,7,56
507,29,1,7,51.5
507,30,0,1,44.5
507,31,0,2,41.5
507,32,0,3,54
507,33,0,4,50.5
507,34,0,5,46
507,35,0,6,46
507,36,1,7,38
507,37,0,1,39
507,38,1,2,39
507,39,0,1,35
507,40,0,2,36.5
507,41,0,3,39.5
507,42,0,4,46.5
507,43,0,5,47.5
507,44,0,6,47.5
507,45,0,7,52.5
507,46,0,7,50
507,47,0,7,48
507,48,1,7,50.5
507,49,0,1,52
507,50,0,2,46.5
507,51,0,3,47.5
507,52,0,4,40
507,53,1,5,43
507,54,0,1,47
507,55,0,2,44
507,56,0,3,49
507,57,0,4,57.5
507,58,0,5,51.5
507,59,0,6,46.5
507,60,1,7,50
507,61,0,1,44
507,62,0,2,53
507,63,0,3,50.5
507,64,0,4,48
507,65,1,5,51
507,66,0,1,50.5
507,67,0,2,51
507,68,0,3,62.5
507,69,0,4,58
507,70,0,5,62
507,71,1,6,53
507,72,0,1,52.5
507,73,0,2,55.5
507,74,0,3,48
507,75,0,4,45.5
507,76,0,5,45
507,77,1,6,50
507,78,0,1,47
507,79,0,2,50
507,80,0,3,41.5
507,81,0,4,50
507,82,0,5,43.5
507,83,0,6,36.5
507,84,1,7,46.5
507,85,0,1,49.5
507,86,0,2,50
507,87,0,3,47.5
507,88,0,4,43
507,89,0,5,48.5
507,90,1,6,52
507,91,0,1,58.5
507,92,0,2,54.5
507,93,0,3,54
507,94,0,4,47
507,95,0,5,45.5
507,96,0,6,42.5
507,97,1,7,50.5
507,98,0,1,43.5
507,99,0,2,44.5
507,100,0,3,46
508,1,0,5,45
508,2,0,6,49
508,3,0,7,54
508,4,1,7,47
508,5,0,1,56
508,6,0,2,52.5
508,7,0,3,55
508,8,1,4,50.5
508,9,0,1,52
508,10,0,2,42
508,11,0,3,31.5
508,12,0,4,39.5
508,13,1,5,40.5
508,14,1,1,39.5
508,15,0,1,42
508,16,0,2,41.5
508,17,0,3,40
508,18,0,4,35
508,19,0,5,40
508,20,0,6,44
508,21,1,7,45
508,22,0,1,50.5
508,23,0,2,46.5
508,24,0,3,52
508,25,1,4,50
508,26,0,1,48
508,27,0,2,54
508,28,0,3,56
508,29,0,4,51.5
508,30,1,5,44.5
508,31,0,1,41.5
508,32,0,2,54
508,33,0,3,50.5
508,34,0,4,46
508,35,0,5,46
508,36,0,6,38
508,37,1,7,39
508,38,0,1,39
508,39,0,2,35
508,40,0,3,36.5
508,41,1,4,39.5
508,42,0,1,46.5
508,43,0,2,47.5
508,44,0,3,47.5
508,45,0,4,52.5
508,46,0,5,50
508,47,1,6,48
508,48,0,1,50.5
508,49,0,2,52
508,50,0,3,46.5
508,51,0,4,47.5
508,52,1,5,40
508,53,0,1,43
508,54,0,2,47
508,55,0,3,44
508,56,0,4,49
508,57,0,5,57.5
508,58,0,6,51.5
508,59,0,7,46.5
508,60,0,7,50
508,61,1,7,44
508,62,0,1,53
508,63,0,2,50.5
508,64,0,3,48
508,65,0,4,51
508,66,0,5,50.5
508,67,1,6,51
508,68,0,1,62.5
508,69,0,2,58
508,70,0,3,62
508,71,0,4,53
508,72,0,5,52.5
508,73,0,6,55.5
508,74,1,7,48
508,75,0,1,45.5
508,76,0,2,45
508,77,0,3,50
508,78,0,4,47
508,79,1,5,50
508,80,0,1,41.5
508,81,0,2,50
508,82,0,3,43.5
508,83,0,4,36.5
508,84,0,5,46.5
508,85,1,6,49.5
508,86,0,1,50
508,87,0,2,47.5
508,88,0,3,43
508,89,0,4,48.5
508,90,1,5,52
508,91,0,1,58.5
508,92,0,2,54.5
508,93,0,3,54
508,94,0,4,47
508,95,1,5,45.5
508,96,0,1,42.5
508,97,0,2,50.5
508,98,0,3,43.5
508,99,0,4,44.5
508,100,1,5,46
509,1,0,2,45
509,2,0,3,49
509,3,0,4,54
509,4,1,5,47
509,5,0,1,56
509,6,0,2,52.5
509,7,0,3,55
509,8,0,4,50.5
509,9,0,5,52
509,10,1,6,42
509,11,0,1,31.5
509,12,0,2,39.5
509,13,0,3,40.5
509,14,0,4,39.5
509,15,1,5,42
509,16,0,1,41.5
509,17,0,2,40
509,18,0,3,35
509,19,1,4,40
509,20,0,1,44
509,21,0,2,45
509,22,0,3,50.5
509,23,1,4,46.5
509,24,0,1,52
509,25,0,2,50
509,26,0,3,48
509,27,0,4,54
509,28,1,5,56
509,29,0,1,51.5
509,30,0,2,44.5
509,31,0,3,41.5
509,32,0,4,54
509,33,0,5,50.5
509,34,0,6,46
509,35,1,7,46
509,36,0,1,38
509,37,0,2,39
509,38,1,3,39
509,39,0,1,35
509,40,0,2,36.5
509,41,0,3,39.5
509,42,0,4,46.5
509,43,0,5,47.5
509,44,1,6,47.5
509,45,0,1,52.5
509,46,0,2,50
509,47,0,3,48
509,48,1,4,50.5
509,49,0,1,52
509,50,0,2,46.5
509,51,0,3,47.5
509,52,1,4,40
509,53,0,1,43
509,54,0,2,47
509,55,0,3,44
509,56,0,4,49
509,57,0,5,57.5
509,58,0,6,51.5
509,59,1,7,46.5
509,60,0,1,50
509,61,0,2,44
509,62,0,3,53
509,63,0,4,50.5
509,64,0,5,48
509,65,0,6,51
509,66,0,7,50.5
509,67,0,7,51
509,68,0,7,62.5
509,69,0,7,58
509,70,0,7,62
509,71,0,7,53
509,72,0,7,52.5
509,73,1,7,55.5
509,74,0,1,48
509,75,0,2,45.5
509,76,0,3,45
509,77,0,4,50
509,78,0,5,47
509,79,1,6,50
509,80,0,1,41.5
509,81,0,2,50
509,82,0,3,43.5
509,83,1,4,36.5
509,84,0,1,46.5
509,85,0,2,49.5
509,86,1,3,50
509,87,0,1,47.5
509,88,0,2,43
509,89,0,3,48.5
509,90,0,4,52
509,91,0,5,58.5
509,92,0,6,54.5
509,93,0,7,54
509,94,1,7,47
509,95,0,1,45.5
509,96,0,2,42.5
509,97,0,3,50.5
509,98,0,4,43.5
509,99,0,5,44.5
509,100,0,6,46
510,1,0,4,45
510,2,0,5,49
510,3,0,6,54
510,4,1,7,47
510,5,0,1,56
510,6,0,2,52.5
510,7,0,3,55
510,8,0,4,50.5
510,9,0,5,52
510,10,0,6,42
510,11,1,7,31.5
510,12,0,1,39.5
510,13,0,2,40.5
510,14,0,3,39.5
510,15,0,4,42
510,16,1,5,41.5
510,17,0,1,40
510,18,0,2,35
510,19,0,3,40
510,20,0,4,44
510,21,0,5,45
510,22,1,6,50.5
510,23,0,1,46.5
510,24,0,2,52
510,25,0,3,50
510,26,0,4,48
510,27,0,5,54
510,28,1,6,56
510,29,0,1,51.5
510,30,0,2,44.5
510,31,1,3,41.5
510,32,0,1,54
510,33,0,2,50.5
510,34,0,3,46
510,35,0,4,46
510,36,1,5,38
510,37,0,1,39
510,38,0,2,39
510,39,0,3,35
510,40,0,4,36.5
510,41,0,5,39.5
510,42,0,6,46.5
510,43,0,7,47.5
510,44,1,7,47.5
510,45,0,1,52.5
510,46,0,2,50
510,47,0,3,48
510,48,0,4,50.5
510,49,0,5,52
510,50,0,6,46.5
510,51,0,7,47.5
510,52,1,7,40
510,53,0,1,43
510,54,0,2,47
510,55,0,3,44
510,56,0,4,49
510,57,0,5,57.5
510,58,1,6,51.5
510,59,0,1,46.5
510,60,0,2,50
510,61,0,3,44
510,62,0,4,53
510,63,0,5,50.5
510,64,1,6,48
510,65,0,1,51
510,66,0,2,50.5
510,67,0,3,51
510,68,0,4,62.5
510,69,0,5,58
510,70,0,6,62
510,71,0,7,53
510,72,0,7,52.5
510,73,0,7,55.5
510,74,0,7,48
510,75,0,7,45.5
510,76,1,7,45
510,77,0,1,50
510,78,1,2,47
510,79,0,1,50
510,80,0,2,41.5
510,81,0,3,50
510,82,0,4,43.5
510,83,0,5,36.5
510,84,1,6,46.5
510,85,0,1,49.5
510,86,0,2,50
510,87,0,3,47.5
510,88,0,4,43
510,89,0,5,48.5
510,90,0,6,52
510,91,0,7,58.5
510,92,1,7,54.5
510,93,0,1,54
510,94,0,2,47
510,95,0,3,45.5
510,96,0,4,42.5
510,97,1,5,50.5
510,98,0,1,43.5
510,99,0,2,44.5
510,100,0,3,46
511,1,0,3,45
511,2,0,4,49
511,3,0,5,54
511,4,1,6,47
511,5,0,1,56
511,6,0,2,52.5
511,7,0,3,55
511,8,0,4,50.5
511,9,0,5,52
511,10,0,6,42
511,11,1,7,31.5
511,12,0,1,39.5
511,13,0,2,40.5
511,14,0,3,39.5
511,15,0,4,42
511,16,1,5,41.5
511,17,0,1,40
511,18,0,2,35
511,19,0,3,40
511,20,0,4,44
511,21,0,5,45
511,22,1,6,50.5
511,23,0,1,46.5
511,24,0,2,52
511,25,0,3,50
511,26,0,4,48
511,27,0,5,54
511,28,0,6,56
511,29,0,7,51.5
511,30,1,7,44.5
511,31,0,1,41.5
511,32,0,2,54
511,33,0,3,50.5
511,34,0,4,46
511,35,0,5,46
511,36,1,6,38
511,37,0,1,39
511,38,0,2,39
511,39,0,3,35
511,40,1,4,36.5
511,41,0,1,39.5
511,42,0,2,46.5
511,43,0,3,47.5
511,44,0,4,47.5
511,45,1,5,52.5
511,46,0,1,50
511,47,0,2,48
511,48,0,3,50.5
511,49,0,4,52
511,50,1,5,46.5
511,51,0,1,47.5
511,52,0,2,40
511,53,0,3,43
511,54,1,4,47
511,55,0,1,44
511,56,0,2,49
511,57,0,3,57.5
511,58,0,4,51.5
511,59,0,5,46.5
511,60,0,6,50
511,61,1,7,44
511,62,0,1,53
511,63,0,2,50.5
511,64,0,3,48
511,65,1,4,51
511,66,0,1,50.5
511,67,0,2,51
511,68,0,3,62.5
511,69,0,4,58
511,70,1,5,62
511,71,0,1,53
511,72,0,2,52.5
511,73,0,3,55.5
511,74,0,4,48
511,75,0,5,45.5
511,76,1,6,45
511,77,0,1,50
511,78,0,2,47
511,79,0,3,50
511,80,0,4,41.5
511,81,0,5,50
511,82,0,6,43.5
511,83,1,7,36.5
511,84,0,1,46.5
511,85,0,2,49.5
511,86,1,3,50
511,87,0,1,47.5
511,88,0,2,43
511,89,0,3,48.5
511,90,0,4,52
511,91,0,5,58.5
511,92,0,6,54.5
511,93,1,7,54
511,94,0,1,47
511,95,0,2,45.5
511,96,0,3,42.5
511,97,0,4,50.5
511,98,1,5,43.5
511,99,0,1,44.5
511,100,0,2,46
512,1,0,1,45
512,2,0,2,49
512,3,0,3,54
512,4,0,4,47
512,5,0,5,56
512,6,1,6,52.5
512,7,0,1,55
512,8,0,2,50.5
512,9,0,3,52
512,10,0,4,42
512,11,1,5,31.5
512,12,0,1,39.5
512,13,0,2,40.5
512,14,0,3,39.5
512,15,0,4,42
512,16,0,5,41.5
512,17,1,6,40
512,18,0,1,35
512,19,0,2,40
512,20,0,3,44
512,21,1,4,45
512,22,0,1,50.5
512,23,0,2,46.5
512,24,0,3,52
512,25,0,4,50
512,26,0,5,48
512,27,1,6,54
512,28,0,1,56
512,29,0,2,51.5
512,30,0,3,44.5
512,31,1,4,41.5
512,32,0,1,54
512,33,0,2,50.5
512,34,0,3,46
512,35,0,4,46
512,36,0,5,38
512,37,1,6,39
512,38,0,1,39
512,39,0,2,35
512,40,1,3,36.5
512,41,0,1,39.5
512,42,0,2,46.5
512,43,0,3,47.5
512,44,0,4,47.5
512,45,0,5,52.5
512,46,0,6,50
512,47,0,7,48
512,48,1,7,50.5
512,49,0,1,52
512,50,0,2,46.5
512,51,1,3,47.5
512,52,0,1,40
512,53,0,2,43
512,54,1,3,47
512,55,0,1,44
512,56,0,2,49
512,57,0,3,57.5
512,58,0,4,51.5
512,59,0,5,46.5
512,60,0,6,50
512,61,1,7,44
512,62,0,1,53
512,63,0,2,50.5
512,64,0,3,48
512,65,0,4,51
512,66,1,5,50.5
512,67,0,1,51
512,68,0,2,62.5
512,69,0,3,58
512,70,1,4,62
512,71,0,1,53
512,72,0,2,52.5
512,73,0,3,55.5
512,74,0,4,48
512,75,1,5,45.5
512,76,0,1,45
512,77,0,2,50
512,78,1,3,47
512,79,0,1,50
512,80,1,2,41.5
512,81,0,1,50
512,82,0,2,43.5
512,83,0,3,36.5
512,84,1,4,46.5
512,85,0,1,49.5
512,86,0,2,50
512,87,0,3,47.5
512,88,0,4,43
512,89,0,5,48.5
512,90,0,6,52
512,91,1,7,58.5
512,92,0,1,54.5
512,93,0,2,54
512,94,0,3,47
512,95,0,4,45.5
512,96,1,5,42.5
512,97,0,1,50.5
512,98,0,2,43.5
512,99,0,3,44.5
512,100,0,4,46
513,1,0,2,45
513,2,0,3,49
513,3,0,4,54
513,4,1,5,47
513,5,0,1,56
513,6,0,2,52.5
513,7,0,3,55
513,8,0,4,50.5
513,9,0,5,52
513,10,1,6,42
513,11,0,1,31.5
513,12,0,2,39.5
513,13,1,3,40.5
513,14,0,1,39.5
513,15,0,2,42
513,16,0,3,41.5
513,17,1,4,40
513,18,0,1,35
513,19,0,2,40
513,20,0,3,44
513,21,0,4,45
513,22,1,5,50.5
513,23,0,1,46.5
513,24,0,2,52
513,25,0,3,50
513,26,0,4,48
513,27,1,5,54
